id,price
7469,33049.926
7470,17142.707
7471,34764.066
7472,15859.22
7473,14807.844
7474,23940.52
7475,31107.904
7476,16506.258
7477,29747.52
7478,47133.664
7479,90478.414
7480,31770.904
7481,11153.609
7482,9894.007
7483,31613.742
7484,35614.44
7485,17441.074
7486,14898.172
7487,11665.941
7488,61677.74
7489,19775.121
7490,49774.754
7491,23455.795
7492,18081.846
7493,16030.857
7494,56634.023
7495,10689.219
7496,27001.975
7497,40126.473
7498,9787.975
7499,17776.871
7500,21201.629
7501,23048.104
7502,8421.942
7503,21319.096
7504,31444.996
7505,20162.8
7506,19987.354
7507,22921.95
7508,17151.133
7509,16545.312
7510,20851.973
7511,17483.596
7512,11555.222
7513,26071.547
7514,23513.707
7515,28028.092
7516,18686.441
7517,16494.762
7518,22143.336
7519,18741.273
7520,18353.957
7521,10905.526
7522,47358.89
7523,20616.287
7524,14255.464
7525,21822.7
7526,22462.03
7527,15817.453
7528,10746.33
7529,31614.168
7530,12346.899
7531,25020.787
7532,52910.758
7533,36382.598
7534,19424.754
7535,24282.271
7536,19828.898
7537,27323.756
7538,14734.931
7539,21121.086
7540,13983.162
7541,24098.545
7542,30651.826
7543,51755.918
7544,26635.963
7545,17047.543
7546,37176.03
7547,35345.496
7548,41205.336
7549,30397.111
7550,21447.379
7551,7565.0166
7552,22215.12
7553,22014.402
7554,36546.16
7555,36868.543
7556,15299.622
7557,24180.045
7558,19201.375
7559,8430.409
7560,24171.52
7561,41132.63
7562,26599.39
7563,15142.765
7564,9422.333
7565,14955.81
7566,13369.144
7567,13580.359
7568,17519.3
7569,21222.521
7570,38351.652
7571,49793.1
7572,17104.627
7573,15142.762
7574,10954.273
7575,23762.459
7576,23183.197
7577,34776.605
7578,14021.257
7579,28425.924
7580,15022.884
7581,79675.414
7582,21051.47
7583,17521.934
7584,22285.498
7585,29730.361
7586,21095.756
7587,31722.354
7588,41330.285
7589,123771.09
7590,19813.184
7591,24063.734
7592,18322.652
7593,13884.066
7594,15763.271
7595,9787.975
7596,52652.74
7597,12375.997
7598,14405.934
7599,19632.81
7600,10793.614
7601,38137.086
7602,19571.574
7603,18176.137
7604,17772.695
7605,24397.29
7606,32057.027
7607,5075.3237
7608,19915.055
7609,19474.82
7610,6906.7666
7611,22550.59
7612,20277.443
7613,27876.08
7614,20950.662
7615,11235.087
7616,22909.434
7617,15733.803
7618,35391.973
7619,30226.262
7620,32000.775
7621,38386.957
7622,25571.617
7623,11973.553
7624,34212.742
7625,12445.771
7626,28188.861
7627,12234.724
7628,19518.588
7629,17195.006
7630,17538.852
7631,19507.953
7632,50473.836
7633,48985.2
7634,14451.81
7635,9710.423
7636,20507.932
7637,12844.553
7638,30099.441
7639,21016.633
7640,16981.27
7641,13603.723
7642,16399.63
7643,10168.597
7644,12826.13
7645,31199.295
7646,18579.209
7647,10927.427
7648,12459.352
7649,19332.588
7650,13854.819
7651,14885.364
7652,17914.334
7653,22273.854
7654,27839.223
7655,13630.802
7656,21342.264
7657,12032.293
7658,10526.001
7659,14115.1455
7660,48040.71
7661,28645.227
7662,39695.664
7663,36033.1
7664,31308.586
7665,7078.107
7666,20356.71
7667,11853.939
7668,28106.766
7669,18698.383
7670,23257.469
7671,14578.537
7672,23514.012
7673,46511.543
7674,7558.982
7675,15868.779
7676,25643.17
7677,13109.842
7678,25563.17
7679,29472.395
